ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,,taxonomy
4330849,Bacteria,P:SR1,P:SR1,P:SR1,P:SR1,P:SR1,P:SR1,,Bacteria; P:SR1; P:SR1; P:SR1; P:SR1; P:SR1; P:SR1
1076668,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Aerococcaceae,F:Aerococcaceae,F:Aerococcaceae,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Aerococcaceae; F:Aerococcaceae; F:Aerococcaceae
963239,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Aerococcaceae,Facklamia,Facklamia,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Aerococcaceae; Facklamia; Facklamia
4303981,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Aerococcaceae,Facklamia,Facklamia,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Aerococcaceae; Facklamia; Facklamia
240694,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Aerococcaceae,Facklamia,Facklamia,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Aerococcaceae; Facklamia; Facklamia
910853,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Aerococcaceae,Facklamia,Facklamia,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Aerococcaceae; Facklamia; Facklamia
4428313,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Lactobacillaceae; Lactobacillus; Lactobacillus gasseri
4447432,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Lactobacillaceae,Lactobacillus,Lactobacillus crispatus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Lactobacillaceae; Lactobacillus; Lactobacillus crispatus
129798,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Lactobacillaceae,Lactobacillus,Lactobacillus iners,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Lactobacillaceae; Lactobacillus; Lactobacillus iners
586141,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Lactobacillaceae,Lactobacillus,Lactobacillus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Lactobacillaceae; Lactobacillus; Lactobacillus
31171,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Lactobacillaceae,Lactobacillus,Lactobacillus jensenii,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Lactobacillaceae; Lactobacillus; Lactobacillus jensenii
137043,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Lactobacillaceae,Lactobacillus,Lactobacillus reuteri-vaginalis,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Lactobacillaceae; Lactobacillus; Lactobacillus reuteri-vaginalis
4315658,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Lactobacillaceae,Lactobacillus,Lactobacillus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Lactobacillaceae; Lactobacillus; Lactobacillus
4429557,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Lactobacillaceae,F:Lactobacillaceae,F:Lactobacillaceae,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Lactobacillaceae; F:Lactobacillaceae; F:Lactobacillaceae
1126009,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Leuconostocaceae,F:Leuconostocaceae,F:Leuconostocaceae,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Leuconostocaceae; F:Leuconostocaceae; F:Leuconostocaceae
4365141,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Leuconostocaceae,Leuconostoc,Leuconostoc,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Leuconostocaceae; Leuconostoc; Leuconostoc
1757845,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Lactobacillaceae,Lactobacillus,Lactobacillus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Lactobacillaceae; Lactobacillus; Lactobacillus
338757,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Lactobacillaceae,Lactobacillus,Lactobacillus mucosae,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Lactobacillaceae; Lactobacillus; Lactobacillus mucosae
4416659,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Lactobacillaceae,Lactobacillus,Lactobacillus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Lactobacillaceae; Lactobacillus; Lactobacillus
3851582,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Lactobacillaceae,Lactobacillus,Lactobacillus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Lactobacillaceae; Lactobacillus; Lactobacillus
4441804,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Lactobacillaceae,Lactobacillus,Lactobacillus brevis,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Lactobacillaceae; Lactobacillus; Lactobacillus brevis
577716,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Lactobacillaceae,Lactobacillus,Lactobacillus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Lactobacillaceae; Lactobacillus; Lactobacillus
4463108,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Lactobacillaceae,Lactobacillus,Lactobacillus ruminis,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Lactobacillaceae; Lactobacillus; Lactobacillus ruminis
1141398,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Lactobacillaceae,Lactobacillus,Lactobacillus salivarius,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Lactobacillaceae; Lactobacillus; Lactobacillus salivarius
4480189,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Lactobacillaceae,Lactobacillus,Lactobacillus zeae,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Lactobacillaceae; Lactobacillus; Lactobacillus zeae
281310,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,O:Lactobacillales,O:Lactobacillales,O:Lactobacillales,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; O:Lactobacillales; O:Lactobacillales; O:Lactobacillales
4414261,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,O:Lactobacillales,O:Lactobacillales,O:Lactobacillales,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; O:Lactobacillales; O:Lactobacillales; O:Lactobacillales
4316928,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Enterococcaceae,Enterococcus,Enterococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Enterococcaceae; Enterococcus; Enterococcus
4404819,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Enterococcaceae,Enterococcus,Enterococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Enterococcaceae; Enterococcus; Enterococcus
4369352,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Streptococcaceae,Lactococcus,Lactococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Streptococcaceae; Lactococcus; Lactococcus
1130824,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Streptococcaceae,Lactococcus,Lactococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Streptococcaceae; Lactococcus; Lactococcus
4425214,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Streptococcaceae,Streptococcus,Streptococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Streptococcaceae; Streptococcus; Streptococcus
4467992,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Streptococcaceae,Streptococcus,Streptococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Streptococcaceae; Streptococcus; Streptococcus
1141646,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Streptococcaceae,Streptococcus,Streptococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Streptococcaceae; Streptococcus; Streptococcus
4416763,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Streptococcaceae,Streptococcus,Streptococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Streptococcaceae; Streptococcus; Streptococcus
4399761,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Streptococcaceae,Streptococcus,Streptococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Streptococcaceae; Streptococcus; Streptococcus
4479989,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Streptococcaceae,Streptococcus,Streptococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Streptococcaceae; Streptococcus; Streptococcus
4442130,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Streptococcaceae,Streptococcus,Streptococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Streptococcaceae; Streptococcus; Streptococcus
4315958,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Streptococcaceae,Streptococcus,Streptococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Streptococcaceae; Streptococcus; Streptococcus
168583,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Streptococcaceae,Streptococcus,Streptococcus sobrinus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Streptococcaceae; Streptococcus; Streptococcus sobrinus
15431,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Streptococcaceae,Streptococcus,Streptococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Streptococcaceae; Streptococcus; Streptococcus
567972,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Streptococcaceae,Streptococcus,Streptococcus agalactiae,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Streptococcaceae; Streptococcus; Streptococcus agalactiae
4376963,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Streptococcaceae,Streptococcus,Streptococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Streptococcaceae; Streptococcus; Streptococcus
4307484,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Streptococcaceae,Streptococcus,Streptococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Streptococcaceae; Streptococcus; Streptococcus
4473883,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Streptococcaceae,Streptococcus,Streptococcus alactolyticus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Streptococcaceae; Streptococcus; Streptococcus alactolyticus
276183,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Carnobacteriaceae,Carnobacterium,Carnobacterium viridans,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Carnobacteriaceae; Carnobacterium; Carnobacterium viridans
4482376,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Carnobacteriaceae,F:Carnobacteriaceae,F:Carnobacteriaceae,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Carnobacteriaceae; F:Carnobacteriaceae; F:Carnobacteriaceae
885628,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Aerococcaceae,Alloiococcus,Alloiococcus otitis,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Aerococcaceae; Alloiococcus; Alloiococcus otitis
886735,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Aerococcaceae,Alloiococcus,Alloiococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Aerococcaceae; Alloiococcus; Alloiococcus
15076,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Aerococcaceae,Aerococcus,Aerococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Aerococcaceae; Aerococcus; Aerococcus
1718658,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Aerococcaceae,Aerococcus,Aerococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Aerococcaceae; Aerococcus; Aerococcus
4482889,Bacteria,P:Firmicutes,C:Bacilli,O:Lactobacillales,F:Aerococcaceae,Aerococcus,Aerococcus,,Bacteria; P:Firmicutes; C:Bacilli; O:Lactobacillales; F:Aerococcaceae; Aerococcus; Aerococcus
1074210,Bacteria,P:Firmicutes,C:Bacilli,O:Gemellales,F:Gemellaceae,F:Gemellaceae,F:Gemellaceae,,Bacteria; P:Firmicutes; C:Bacilli; O:Gemellales; F:Gemellaceae; F:Gemellaceae; F:Gemellaceae
258882,Bacteria,P:Firmicutes,C:Bacilli,O:Gemellales,F:Gemellaceae,Gemella,Gemella,,Bacteria; P:Firmicutes; C:Bacilli; O:Gemellales; F:Gemellaceae; Gemella; Gemella
4453535,Bacteria,P:Firmicutes,C:Bacilli,O:Gemellales,F:Gemellaceae,F:Gemellaceae,F:Gemellaceae,,Bacteria; P:Firmicutes; C:Bacilli; O:Gemellales; F:Gemellaceae; F:Gemellaceae; F:Gemellaceae
15728,Bacteria,P:Firmicutes,C:Erysipelotrichi,O:Erysipelotrichales,F:Erysipelotrichaceae,Holdemania,Holdemania,,Bacteria; P:Firmicutes; C:Erysipelotrichi; O:Erysipelotrichales; F:Erysipelotrichaceae; Holdemania; Holdemania
4456515,Bacteria,P:Firmicutes,C:Clostridia,O:Natranaerobiales,F:Anaerobrancaceae,F:Anaerobrancaceae,F:Anaerobrancaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Natranaerobiales; F:Anaerobrancaceae; F:Anaerobrancaceae; F:Anaerobrancaceae
836693,Bacteria,P:Firmicutes,C:Clostridia,O:SHA-98,O:SHA-98,O:SHA-98,O:SHA-98,,Bacteria; P:Firmicutes; C:Clostridia; O:SHA-98; O:SHA-98; O:SHA-98; O:SHA-98
4021516,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Peptococcaceae,F:Peptococcaceae,F:Peptococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Peptococcaceae; F:Peptococcaceae; F:Peptococcaceae
263895,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Peptococcaceae,rc4-4,rc4-4,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Peptococcaceae; rc4-4; rc4-4
364289,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Peptococcaceae,rc4-4,rc4-4,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Peptococcaceae; rc4-4; rc4-4
42091,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Peptococcaceae,Peptococcus,Peptococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Peptococcaceae; Peptococcus; Peptococcus
1099710,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Peptococcaceae,Peptococcus,Peptococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Peptococcaceae; Peptococcus; Peptococcus
296858,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Peptococcaceae,Peptococcus,Peptococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Peptococcaceae; Peptococcus; Peptococcus
215331,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Peptococcaceae,Peptococcus,Peptococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Peptococcaceae; Peptococcus; Peptococcus
2235415,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Peptococcaceae,F:Peptococcaceae,F:Peptococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Peptococcaceae; F:Peptococcaceae; F:Peptococcaceae
843569,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Peptococcaceae,F:Peptococcaceae,F:Peptococcaceae,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Peptococcaceae; F:Peptococcaceae; F:Peptococcaceae
121873,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Dehalobacteriaceae,Dehalobacterium,Dehalobacterium,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Dehalobacteriaceae; Dehalobacterium; Dehalobacterium
4369131,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Dehalobacteriaceae,Dehalobacterium,Dehalobacterium,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Dehalobacteriaceae; Dehalobacterium; Dehalobacterium
858999,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Dehalobacteriaceae,Dehalobacterium,Dehalobacterium,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Dehalobacteriaceae; Dehalobacterium; Dehalobacterium
4406818,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:Dehalobacteriaceae,Dehalobacterium,Dehalobacterium,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:Dehalobacteriaceae; Dehalobacterium; Dehalobacterium
4311620,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:EtOH8,F:EtOH8,F:EtOH8,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:EtOH8; F:EtOH8; F:EtOH8
755148,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Jan-68,Jan-68,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; 24838; 24838
841344,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Jan-68,Jan-68,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; 24838; 24838
259604,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],WAL_1855D,WAL_1855D,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; WAL_1855D; WAL_1855D
4394390,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],F:[Tissierellaceae],F:[Tissierellaceae],,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; F:[Tissierellaceae]; F:[Tissierellaceae]
869796,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],F:[Tissierellaceae],F:[Tissierellaceae],,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; F:[Tissierellaceae]; F:[Tissierellaceae]
1096610,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Finegoldia,Finegoldia,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Finegoldia; Finegoldia
132546,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Parvimonas,Parvimonas,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Parvimonas; Parvimonas
4377418,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Parvimonas,Parvimonas,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Parvimonas; Parvimonas
369390,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],F:[Tissierellaceae],F:[Tissierellaceae],,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; F:[Tissierellaceae]; F:[Tissierellaceae]
362308,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Anaerococcus,Anaerococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Anaerococcus; Anaerococcus
30062,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Anaerococcus,Anaerococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Anaerococcus; Anaerococcus
419366,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Anaerococcus,Anaerococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Anaerococcus; Anaerococcus
383714,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Anaerococcus,Anaerococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Anaerococcus; Anaerococcus
504674,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Anaerococcus,Anaerococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Anaerococcus; Anaerococcus
1039584,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Anaerococcus,Anaerococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Anaerococcus; Anaerococcus
4476950,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Anaerococcus,Anaerococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Anaerococcus; Anaerococcus
1097113,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Anaerococcus,Anaerococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Anaerococcus; Anaerococcus
712917,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Helcococcus,Helcococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Helcococcus; Helcococcus
14270,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Helcococcus,Helcococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Helcococcus; Helcococcus
793524,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Helcococcus,Helcococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Helcococcus; Helcococcus
162924,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Helcococcus,Helcococcus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Helcococcus; Helcococcus
1066431,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],ph2,ph2,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; ph2; ph2
495007,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],ph2,ph2,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; ph2; ph2
964363,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],ph2,ph2,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; ph2; ph2
948818,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],ph2,ph2,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; ph2; ph2
1101672,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],ph2,ph2,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; ph2; ph2
880506,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],GW-34,GW-34,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; GW-34; GW-34
520273,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],GW-34,GW-34,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; GW-34; GW-34
4429335,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Peptoniphilus,Peptoniphilus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Peptoniphilus; Peptoniphilus
521795,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Peptoniphilus,Peptoniphilus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Peptoniphilus; Peptoniphilus
851821,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Peptoniphilus,Peptoniphilus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Peptoniphilus; Peptoniphilus
1007750,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Peptoniphilus,Peptoniphilus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Peptoniphilus; Peptoniphilus
1103499,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Peptoniphilus,Peptoniphilus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Peptoniphilus; Peptoniphilus
963606,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Peptoniphilus,Peptoniphilus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Peptoniphilus; Peptoniphilus
4344651,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Peptoniphilus,Peptoniphilus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Peptoniphilus; Peptoniphilus
654307,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],Peptoniphilus,Peptoniphilus,,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; Peptoniphilus; Peptoniphilus
3466729,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Tissierellaceae],F:[Tissierellaceae],F:[Tissierellaceae],,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Tissierellaceae]; F:[Tissierellaceae]; F:[Tissierellaceae]
207340,Bacteria,P:Firmicutes,C:Clostridia,O:Clostridiales,F:[Mogibacteriaceae],F:[Mogibacteriaceae],F:[Mogibacteriaceae],,Bacteria; P:Firmicutes; C:Clostridia; O:Clostridiales; F:[Mogibacteriaceae]; F:[Mogibacteriaceae]; F:[Mogibacteriaceae]
